flow_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,duration,packets_count,fwd_packets_count,bwd_packets_count,total_payload_bytes,fwd_total_payload_bytes,bwd_total_payload_bytes,payload_bytes_max,payload_bytes_min,payload_bytes_mean,payload_bytes_std,payload_bytes_variance,fwd_payload_bytes_max,fwd_payload_bytes_min,fwd_payload_bytes_mean,fwd_payload_bytes_std,fwd_payload_bytes_variance,bwd_payload_bytes_max,bwd_payload_bytes_min,bwd_payload_bytes_mean,bwd_payload_bytes_std,bwd_payload_bytes_variance,total_header_bytes,max_header_bytes,min_header_bytes,mean_header_bytes,std_header_bytes,fwd_total_header_bytes,fwd_max_header_bytes,fwd_min_header_bytes,fwd_mean_header_bytes,fwd_std_header_bytes,bwd_total_header_bytes,bwd_max_header_bytes,bwd_min_header_bytes,bwd_mean_header_bytes,bwd_std_header_bytes,fwd_avg_segment_size,bwd_avg_segment_size,avg_segment_size,fwd_init_win_bytes,bwd_init_win_bytes,active_min,active_max,active_mean,active_std,idle_min,idle_max,idle_mean,idle_std,bytes_rate,fwd_bytes_rate,bwd_bytes_rate,packets_rate,bwd_packets_rate,fwd_packets_rate,down_up_rate,avg_fwd_bytes_per_bulk,avg_fwd_packets_per_bulk,avg_fwd_bulk_rate,avg_bwd_bytes_per_bulk,avg_bwd_packets_bulk_rate,avg_bwd_bulk_rate,fwd_bulk_state_count,fwd_bulk_total_size,fwd_bulk_per_packet,fwd_bulk_duration,bwd_bulk_state_count,bwd_bulk_total_size,bwd_bulk_per_packet,bwd_bulk_duration,fin_flag_counts,psh_flag_counts,urg_flag_counts,ece_flag_counts,syn_flag_counts,ack_flag_counts,cwr_flag_counts,rst_flag_counts,fwd_fin_flag_counts,fwd_psh_flag_counts,fwd_urg_flag_counts,fwd_ece_flag_counts,fwd_syn_flag_counts,fwd_ack_flag_counts,fwd_cwr_flag_counts,fwd_rst_flag_counts,bwd_fin_flag_counts,bwd_psh_flag_counts,bwd_urg_flag_counts,bwd_ece_flag_counts,bwd_syn_flag_counts,bwd_ack_flag_counts,bwd_cwr_flag_counts,bwd_rst_flag_counts,packets_IAT_mean,packet_IAT_std,packet_IAT_max,packet_IAT_min,packet_IAT_total,fwd_packets_IAT_mean,fwd_packets_IAT_std,fwd_packets_IAT_max,fwd_packets_IAT_min,fwd_packets_IAT_total,bwd_packets_IAT_mean,bwd_packets_IAT_std,bwd_packets_IAT_max,bwd_packets_IAT_min,bwd_packets_IAT_total,subflow_fwd_packets,subflow_bwd_packets,subflow_fwd_bytes,subflow_bwd_bytes,label
192.168.10.8_5587_205.174.165.73_8080_TCP_2017-07-07 12:47:01.686805,2017-07-07 12:47:01.686805,192.168.10.8,5587,205.174.165.73,8080,TCP,0.0003769397735595,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,48,28,20,24.0,4.0,28,28,28,28.0,0.0,20,20,20,20.0,0.0,0.0,0.0,0.0,8192,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5305.887413029728,2652.943706514864,2652.943706514864,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.00037694,0.0,0.0003769397735595,0.0003769397735595,0.0003769397735595,1499446021.686805,0.0,1499446021.686805,1499446021.686805,1499446021.686805,1499446021.687182,0.0,1499446021.687182,1499446021.687182,1499446021.687182,0.0,0.0,0.0,0.0,Botnet_ARES
192.168.10.14_53286_205.174.165.73_8080_TCP_2017-07-07 12:31:32.859715,2017-07-07 12:31:32.859715,192.168.10.14,53286,205.174.165.73,8080,TCP,0.0003468990325927,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,52,32,20,26.0,6.0,32,32,32,32.0,0.0,20,20,20,20.0,0.0,0.0,0.0,0.0,8192,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5765.366323024055,2882.683161512028,2882.683161512028,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0003469,0.0,0.0003468990325927,0.0003468990325927,0.0003468990325927,1499445092.8597147,0.0,1499445092.859715,1499445092.859715,1499445092.859715,1499445092.860062,0.0,1499445092.860062,1499445092.860062,1499445092.860062,0.0,0.0,0.0,0.0,Botnet_ARES
192.168.10.9_4858_205.174.165.73_8080_TCP_2017-07-07 09:58:23.473139,2017-07-07 09:58:23.473139,192.168.10.9,4858,205.174.165.73,8080,TCP,0.0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,20,20,20,20.0,0.0,20,20,20,20.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,256,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1499435903.473139,0.0,1499435903.473139,1499435903.473139,1499435903.473139,1499435903.473139,0.0,1499435903.473139,1499435903.473139,1499435903.473139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet_ARES
192.168.10.15_53899_205.174.165.73_8080_TCP_2017-07-07 11:43:00.609980,2017-07-07 11:43:00.609980,192.168.10.15,53899,205.174.165.73,8080,TCP,0.0004138946533203,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,48,28,20,24.0,4.0,28,28,28,28.0,0.0,20,20,20,20.0,0.0,0.0,0.0,0.0,8192,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4832.147465437788,2416.073732718894,2416.073732718894,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.00041389,0.0,0.0004138946533203,0.0004138946533203,0.0004138946533203,1499442180.60998,0.0,1499442180.60998,1499442180.60998,1499442180.60998,1499442180.610394,0.0,1499442180.610394,1499442180.610394,1499442180.610394,0.0,0.0,0.0,0.0,Botnet_ARES
192.168.10.14_51718_205.174.165.73_8080_TCP_2017-07-07 09:40:56.396745,2017-07-07 09:40:56.396745,192.168.10.14,51718,205.174.165.73,8080,TCP,0.0684340000152587,8,4,4,323,195,128,195,0,40.375,71.90955691,5170.984375,195,0,40.375,71.90955691,7129.6875,195,0,40.375,71.90955691,3072.0,184,32,20,23.0,5.19615242,92,32,20,23.0,5.19615242,92,32,20,23.0,5.19615242,48.75,32.0,40.375,8192,29200,0,0,0,0,0,0,0,0,4719.8760839346,2849.460793706647,1870.415290227953,116.90095563924706,58.45047781962353,58.45047781962353,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,0,0,2,7,0,0,1,1,0,0,1,3,0,0,1,1,0,0,1,4,0,0,0.00977629,0.02293291,0.0659470558166503,3.814697265625e-05,0.0684340000152587,0.02262068,0.03150206,0.0671699047088623,3.814697265625e-05,0.0678620338439941,0.02262036,0.03063798,0.0659470558166503,0.000601053237915,0.0678610801696777,0.0,0.0,0.0,0.0,Botnet_ARES
192.168.10.8_4786_205.174.165.73_8080_TCP_2017-07-07 11:22:50.190884,2017-07-07 11:22:50.190884,192.168.10.8,4786,205.174.165.73,8080,TCP,0.0006349086761474,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,52,32,20,26.0,6.0,32,32,32,32.0,0.0,20,20,20,20.0,0.0,0.0,0.0,0.0,8192,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3150.059331580924,1575.029665790462,1575.029665790462,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.00063491,0.0,0.0006349086761474,0.0006349086761474,0.0006349086761474,1499440970.190884,0.0,1499440970.190884,1499440970.190884,1499440970.190884,1499440970.191519,0.0,1499440970.191519,1499440970.191519,1499440970.191519,0.0,0.0,0.0,0.0,Botnet_ARES
192.168.10.8_4751_205.174.165.73_8080_TCP_2017-07-07 11:17:21.894571,2017-07-07 11:17:21.894571,192.168.10.8,4751,205.174.165.73,8080,TCP,0.0005619525909423,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,52,32,20,26.0,6.0,32,32,32,32.0,0.0,20,20,20,20.0,0.0,0.0,0.0,0.0,8192,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3559.0190920661857,1779.5095460330929,1779.5095460330929,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.00056195,0.0,0.0005619525909423,0.0005619525909423,0.0005619525909423,1499440641.894571,0.0,1499440641.894571,1499440641.894571,1499440641.894571,1499440641.895133,0.0,1499440641.895133,1499440641.895133,1499440641.895133,0.0,0.0,0.0,0.0,Botnet_ARES
192.168.10.8_4891_205.174.165.73_8080_TCP_2017-07-07 11:35:52.970703,2017-07-07 11:35:52.970703,192.168.10.8,4891,205.174.165.73,8080,TCP,0.0005130767822265,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,52,32,20,26.0,6.0,32,32,32,32.0,0.0,20,20,20,20.0,0.0,0.0,0.0,0.0,8192,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3898.052044609665,1949.0260223048328,1949.0260223048328,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.00051308,0.0,0.0005130767822265,0.0005130767822265,0.0005130767822265,1499441752.970703,0.0,1499441752.970703,1499441752.970703,1499441752.970703,1499441752.971216,0.0,1499441752.971216,1499441752.971216,1499441752.971216,0.0,0.0,0.0,0.0,Botnet_ARES
192.168.10.15_58052_205.174.165.73_8080_TCP_2017-07-07 14:37:42.686129,2017-07-07 14:37:42.686129,192.168.10.15,58052,205.174.165.73,8080,TCP,0.0006029605865478,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,52,32,20,26.0,6.0,32,32,32,32.0,0.0,20,20,20,20.0,0.0,0.0,0.0,0.0,8192,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3316.966389877422,1658.483194938711,1658.483194938711,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.00060296,0.0,0.0006029605865478,0.0006029605865478,0.0006029605865478,1499452662.686129,0.0,1499452662.686129,1499452662.686129,1499452662.686129,1499452662.686732,0.0,1499452662.686732,1499452662.686732,1499452662.686732,0.0,0.0,0.0,0.0,Botnet_ARES
192.168.10.8_5592_205.174.165.73_8080_TCP_2017-07-07 12:49:57.468524,2017-07-07 12:49:57.468524,192.168.10.8,5592,205.174.165.73,8080,TCP,0.000432014465332,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,52,32,20,26.0,6.0,32,32,32,32.0,0.0,20,20,20,20.0,0.0,0.0,0.0,0.0,8192,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4629.474613686534,2314.737306843267,2314.737306843267,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.00043201,0.0,0.000432014465332,0.000432014465332,0.000432014465332,1499446197.468524,0.0,1499446197.468524,1499446197.468524,1499446197.468524,1499446197.468956,0.0,1499446197.468956,1499446197.468956,1499446197.468956,0.0,0.0,0.0,0.0,Botnet_ARES
